Time,EMG,Force
38.717,0.050486,35.875685
38.718,0.065299,35.42379
38.719,0.078985,33.277285
38.72,0.091222,33.785668
38.721,0.100882,33.47499
38.722,0.107967,34.576485
38.723,0.112475,33.616207
38.724,0.114246,35.960416
38.725,0.112475,35.649738
38.726,0.104907,32.881877
38.727,0.090094,33.813911
38.728,0.069324,36.751233
38.729,0.043885,33.870398
38.73,0.017962,33.616207
38.731,-0.00796,36.468799
38.732,-0.033078,33.926885
38.733,-0.057229,34.152833
38.734,-0.079771,34.12459
38.735,-0.099092,33.362016
38.736,-0.11471,33.926885
38.737,-0.123404,34.322294
38.738,-0.134514,33.898642
38.739,-0.130811,33.390259
38.74,-0.117608,34.548242
38.741,-0.096033,35.197842
38.742,-0.067051,35.452033
38.743,-0.034688,35.141355
38.744,-0.003613,33.079581
38.745,0.024241,33.446746
38.746,0.047266,33.390259
38.747,0.064816,33.587964
38.748,0.077214,34.463511
38.749,0.086069,33.700938
38.75,0.091061,34.152833
38.751,0.094764,34.265807
38.752,0.098789,33.418503
38.753,0.102975,35.395546
38.754,0.105712,33.983372
38.755,0.105229,34.152833
38.756,0.102009,33.249042
38.757,0.097662,34.322294
38.758,0.091544,34.011616
38.759,0.084298,34.068103
38.76,0.077375,33.362016
38.761,0.070451,36.412312
38.762,0.061757,33.785668
38.763,0.049842,34.12459
38.764,0.03519,34.152833
38.765,0.016513,34.350538
38.766,-0.004418,35.226085
38.767,-0.0239,35.000138
38.768,-0.040967,34.830677
38.769,-0.05739,36.751233
38.77,-0.072847,34.12459
38.771,-0.087821,34.350538
38.772,-0.104083,34.830677
38.773,-0.120023,33.531477
38.774,-0.131777,34.943651
38.775,-0.134675,34.491755
38.776,-0.124531,35.000138
38.777,-0.102634,33.729181
38.778,-0.073974,34.435268
38.779,-0.041611,34.887164
38.78,-0.00635,37.061912
38.781,0.030682,35.339059
38.782,0.068519,35.593251
38.783,0.102492,35.42379
38.784,0.128737,34.548242
38.785,0.14677,34.745946
38.786,0.158846,35.50852
38.787,0.165769,33.955129
38.788,0.168023,37.118399
38.789,0.164642,34.152833
38.79,0.155303,37.796242
38.791,0.141457,34.378781
38.792,0.124551,34.491755
38.793,0.105873,35.819199
38.794,0.085425,34.294051
38.795,0.064172,37.259616
38.796,0.043241,33.503233
38.797,0.024241,35.988659
38.798,0.008785,33.955129
38.799,-0.002325,35.790955
38.8,-0.009088,34.548242
38.801,-0.011664,37.118399
38.802,-0.011181,34.068103
38.803,-0.000393,35.593251
38.804,0.000412,33.757424
38.805,0.003954,35.028381
38.806,-0.000554,34.632972
38.807,-0.012791,36.525286
38.808,-0.02551,35.000138
38.809,-0.037586,34.971894
38.81,-0.050145,36.07339
38.811,-0.065924,36.638259
38.812,-0.080093,34.181077
38.813,-0.092651,37.852729
38.814,-0.102151,34.802433
38.815,-0.107625,34.181077
38.816,-0.107625,35.819199
38.817,-0.101507,35.847442
38.818,-0.092651,35.310816
38.819,-0.08122,35.847442
38.82,-0.0685,33.47499
38.821,-0.055941,36.80772
38.822,-0.046281,38.248138
38.823,-0.039518,36.101633
38.824,-0.035493,36.864207
38.825,-0.034044,33.644451
38.826,-0.037425,37.570294
38.827,-0.036942,38.276382
38.828,-0.041772,37.400834
38.829,-0.047569,35.141355
38.83,-0.049662,36.186364
38.831,-0.048535,37.993947
38.832,-0.045154,34.463511
38.833,-0.03662,34.407024
38.834,-0.022129,35.452033
38.835,-0.000232,38.58706
38.836,0.028911,34.181077
38.837,0.059986,37.231373
38.838,0.086552,37.852729
38.839,0.10378,35.847442
38.84,0.112153,35.762712
38.841,0.113119,38.615303
38.842,0.110382,33.079581
38.843,0.105551,35.875685
38.844,0.099272,34.887164
38.845,0.0909,38.389355
38.846,0.0814,35.790955
38.847,0.070773,35.226085
38.848,0.059342,34.152833
38.849,0.044529,36.525286
38.85,0.026657,38.756521
38.851,0.009912,34.576485
38.852,-0.003291,37.767999
38.853,-0.012469,38.982469
38.854,-0.017621,36.242851
38.855,-0.017782,33.644451
38.856,-0.013918,35.000138
38.857,-0.006189,37.570294
38.858,0.006852,33.729181
38.859,0.022631,35.367303
38.86,0.039376,37.28786
38.861,0.052096,33.531477
38.862,0.057732,37.993947
38.863,0.059181,37.513807
38.864,0.058376,36.80772
38.865,0.056121,38.163408
38.866,0.051291,35.42379
38.867,0.044368,37.739755
38.868,0.037283,37.231373
38.869,0.028106,36.72299
38.87,0.01764,38.502329
38.871,0.007013,37.231373
38.872,-0.001681,35.056625
38.873,-0.008927,37.796242
38.874,-0.016172,36.327581
38.875,-0.023095,37.485564
38.876,-0.028892,35.734468
38.877,-0.033561,36.214607
38.878,-0.037425,37.231373
38.879,-0.040967,37.711512
38.88,-0.04773,35.282572
38.881,-0.059323,35.42379
38.882,-0.075101,34.830677
38.883,-0.093457,38.248138
38.884,-0.112456,34.661216
38.885,-0.123082,35.310816
38.886,-0.142564,36.412312
38.887,-0.141115,34.915407
38.888,-0.134675,34.689459
38.889,-0.116964,33.757424
38.89,-0.096677,35.536764
38.891,-0.074618,36.242851
38.892,-0.051755,34.689459
38.893,-0.029375,39.067199
38.894,-0.00796,34.887164
38.895,0.011522,35.42379
38.896,0.027623,36.15812
38.897,0.040503,35.141355
38.898,0.049198,38.304625
38.899,0.056443,34.830677
38.9,0.064011,33.672694
38.901,0.067553,35.762712
38.902,0.068036,37.824486
38.903,0.066748,33.531477
38.904,0.067553,35.790955
38.905,0.070451,35.254329
38.906,0.072866,36.045146
38.907,0.073993,36.694746
38.908,0.073349,37.852729
38.909,0.070773,34.604729
38.91,0.066265,37.45732
38.911,0.063045,35.593251
38.912,0.061274,37.344347
38.913,0.060469,36.271094
38.914,0.055799,38.050434
38.915,0.046783,38.332868
38.916,0.033419,34.971894
38.917,0.016352,37.231373
38.918,-0.004096,36.384068
38.919,-0.027604,37.711512
38.92,-0.052399,34.407024
38.921,-0.078161,36.214607
38.922,-0.102795,36.355825
38.923,-0.124048,38.135164
38.924,-0.149649,33.757424
38.925,-0.164945,33.785668
38.926,-0.174122,38.106921
38.927,-0.177825,33.446746
38.928,-0.176215,34.20932
38.929,-0.166233,34.011616
38.93,-0.143208,35.254329
38.931,-0.106176,37.93746
38.932,-0.062543,33.898642
38.933,-0.016655,34.830677
38.934,0.032453,34.491755
38.935,0.084459,38.417599
38.936,0.134855,33.955129
38.937,0.176074,39.23666
38.938,0.204573,34.068103
38.939,0.221157,38.389355
38.94,0.225343,36.07339
38.941,0.218258,35.536764
38.942,0.202318,33.729181
38.943,0.178328,33.107824
38.944,0.146448,35.875685
38.945,0.109577,37.739755
38.946,0.0719,33.503233
38.947,0.039376,36.610016
38.948,0.016191,36.80772
38.949,0.001217,34.237564
38.95,-0.007155,34.350538
38.951,-0.012308,35.367303
38.952,-0.014079,33.644451
38.953,-0.013435,36.016903
38.954,-0.013274,35.649738
38.955,-0.014562,35.960416
38.956,-0.018426,37.118399
38.957,-0.024222,34.971894
38.958,-0.029536,33.983372
38.959,-0.034366,36.07339
38.96,-0.037103,33.870398
38.961,-0.034849,34.971894
38.962,-0.030341,34.491755
38.963,-0.024705,33.983372
38.964,-0.018104,37.231373
38.965,-0.012147,34.011616
38.966,-0.00796,34.12459
38.967,-0.005867,35.339059
38.968,-0.002486,36.977181
38.969,0.002988,37.655025
38.97,0.010234,34.322294
38.971,0.020055,34.745946
38.972,0.038249,34.519998
38.973,0.044529,34.068103
38.974,0.057893,33.644451
38.975,0.067392,36.327581
38.976,0.072705,33.842155
38.977,0.069968,36.186364
38.978,0.059986,34.689459
38.979,0.044368,33.446746
38.98,0.025047,33.983372
38.981,0.000573,34.294051
38.982,-0.023095,34.039859
38.983,-0.040484,33.813911
38.984,-0.049018,33.842155
38.985,-0.054814,34.491755
38.986,-0.058839,36.694746
38.987,-0.057712,34.463511
38.988,-0.055458,35.480277
38.989,-0.051916,37.316103
38.99,-0.048857,33.700938
38.991,-0.048857,35.141355
38.992,-0.052721,35.282572
38.993,-0.058356,34.152833
38.994,-0.062704,33.870398
38.995,-0.060611,34.745946
38.996,-0.05256,35.960416
38.997,-0.040323,36.299338
38.998,-0.026477,33.390259
38.999,-0.013757,35.452033
39,-0.003935,36.638259
39.001,0.001539,35.819199
39.002,0.002022,35.960416
39.003,-0.002164,36.271094
39.004,-0.008765,37.598538
39.005,-0.015367,37.090155
39.006,-0.016816,33.983372
39.007,-0.013757,35.903929
39.008,-0.006028,33.955129
39.009,-0.000876,35.50852
39.01,0.007335,40.281669
39.011,0.014259,35.875685
39.012,0.021987,33.926885
39.013,0.033419,35.084868
39.014,0.044851,35.734468
39.015,0.053706,37.400834
39.016,0.058698,39.067199
39.017,0.05902,36.384068
39.018,0.050808,34.915407
39.019,0.029716,40.055721
39.02,0.000251,39.293147
39.021,-0.032434,39.716799
39.022,-0.067051,39.773286
39.023,-0.102312,39.773286
39.024,-0.134353,40.366399
39.025,-0.158343,40.620591
39.026,-0.171707,40.253425
39.027,-0.171385,40.987756
39.028,-0.15786,41.467895
39.029,-0.134353,37.796242
39.03,-0.105049,39.829773
39.031,-0.072847,41.524382
39.032,-0.046281,40.959513
39.033,-0.031951,41.467895
39.034,-0.028248,41.383165
39.035,-0.031468,41.75033
39.036,-0.040323,39.745043
39.037,-0.053848,40.959513
39.038,-0.072364,40.620591
39.039,-0.091524,38.304625
39.04,-0.098931,42.117496
39.041,-0.10199,35.339059
39.042,-0.102473,39.010712
39.043,-0.08605,39.180173
39.044,-0.070271,34.943651
39.045,-0.049662,38.163408
39.046,-0.030502,39.490851
39.047,-0.015045,36.045146
39.048,-0.002969,36.412312
39.049,0.00331,36.525286
39.05,0.002988,38.897738
39.051,-0.000232,35.056625
39.052,0.00331,35.367303
39.053,0.018445,35.169598
39.054,0.042114,36.214607
39.055,0.069324,36.581773
39.056,0.098789,35.50852
39.057,0.130991,35.536764
39.058,0.163837,37.146642
39.059,0.194751,37.28786
39.06,0.219707,35.000138
39.061,0.238868,35.988659
39.062,0.252393,37.118399
39.063,0.257867,36.045146
39.064,0.254969,40.507617
39.065,0.244664,37.909216
39.066,0.225182,40.620591
39.067,0.198132,39.547338
39.068,0.168828,38.248138
39.069,0.14033,38.332868
39.07,0.110865,44.09454
39.071,0.084781,44.574679
39.072,0.062884,44.941845
39.073,0.044851,44.17927
39.074,0.03197,44.800627
39.075,0.02553,44.800627
39.076,0.022631,45.365497
39.077,0.022148,44.970088
39.078,0.022953,44.207514
39.079,0.022631,43.953323
39.08,0.018928,43.049531
39.081,0.012166,43.190748
39.082,0.003632,41.609113
39.083,-0.005223,38.700034
39.084,-0.016816,41.693843
39.085,-0.029858,37.598538
39.086,-0.041128,40.253425
39.087,-0.047086,41.778574
39.088,-0.048857,37.711512
39.089,-0.045315,37.28786
39.09,-0.037586,37.739755
39.091,-0.026316,36.581773
39.092,-0.012469,37.259616
39.093,0.001056,37.259616
39.094,0.010556,38.841251
39.095,0.015225,37.711512
39.096,0.014581,37.570294
39.097,0.011683,37.344347
39.098,0.008302,39.067199
39.099,0.005564,40.055721
39.1,0.004437,44.602923
39.101,0.006208,39.999234
39.102,0.011844,39.914504
39.103,0.021826,39.010712
39.104,0.034707,38.728277
39.105,0.048232,44.17927
39.106,0.066587,45.619689
39.107,0.067875,45.506715
39.108,0.057087,45.930367
39.109,0.036156,46.495237
39.11,0.010395,46.015097
39.111,-0.016172,47.00362
39.112,-0.045315,47.850925
39.113,-0.068983,48.048629
39.114,-0.087177,46.43875
39.115,-0.09877,48.359308
39.116,-0.1036,47.935655
39.117,-0.102795,46.975376
39.118,-0.094423,46.52348
39.119,-0.080737,45.95861
39.12,-0.063187,48.13336
39.121,-0.042417,47.65322
39.122,-0.019875,48.048629
39.123,-0.001359,46.071584
39.124,0.013937,48.189847
39.125,0.02875,48.669986
39.126,0.041792,48.669986
39.127,0.052257,48.698229
39.128,0.058859,48.698229
39.129,0.060791,48.331064
39.13,0.056604,49.517291
39.131,0.04952,48.21809
39.132,0.040664,49.093638
39.133,0.030843,47.992142
39.134,0.021021,49.121882
39.135,0.012488,47.879168
39.136,0.005081,48.839447
39.137,-0.001681,48.924177
39.138,-0.006672,47.737951
39.139,-0.005062,48.161603
39.14,0.00798,49.121882
39.141,0.031326,48.698229
39.142,0.058054,48.387551
39.143,0.082527,44.09454
39.144,0.099755,49.291343
39.145,0.109899,48.895934
39.146,0.112314,48.189847
39.147,0.107162,48.641742
39.148,0.094603,46.241045
39.149,0.073832,47.65322
39.15,0.043724,47.766194
39.151,0.008141,48.105116
39.152,-0.031629,45.30901
39.153,-0.077356,46.975376
39.154,-0.129523,44.857114
39.155,-0.182656,45.22428
39.156,-0.230797,47.963899
39.157,-0.265736,39.349634
39.158,-0.301964,41.919791
39.159,-0.315327,45.139549
39.16,-0.308565,46.354019
39.161,-0.276041,41.891548
39.162,-0.2184,44.998332
39.163,-0.143369,45.478471
39.164,-0.060289,46.777672
39.165,0.027301,44.970088
39.166,0.12294,43.586157
39.167,0.205056,46.212802
39.168,0.25996,47.935655
39.169,0.285883,48.189847
39.17,0.288137,43.840349
39.171,0.273002,49.489047
39.172,0.245147,48.557012
39.173,0.210852,49.093638
39.174,0.176235,43.416696
39.175,0.143711,49.065395
39.176,0.117627,48.669986
39.177,0.102331,48.754716
39.178,0.101043,48.415795
39.179,0.112636,44.264001
39.18,0.131957,48.13336
39.181,0.154498,46.354019
39.182,0.176557,48.613499
39.183,0.195073,48.048629
39.184,0.206505,49.545534
39.185,0.2057,44.772384
39.186,0.190404,49.065395
39.187,0.166252,48.246334
39.188,0.136948,47.229568
39.189,0.103458,45.196036
39.19,0.065782,46.52348
39.191,0.026496,46.269289
39.192,-0.013757,43.218992
39.193,-0.054975,43.44494
39.194,-0.096677,48.415795
39.195,-0.134836,44.235757
39.196,-0.166233,42.654122
39.197,-0.187647,43.670888
39.198,-0.197469,42.3152
39.199,-0.19135,43.699131
39.2,-0.170097,39.970991
39.201,-0.122116,39.434364
39.202,-0.06045,41.693843
39.203,0.007657,42.908313
39.204,0.077214,45.845636
39.205,0.135177,45.026575
39.206,0.172049,43.331966
39.207,0.191531,47.681464
39.208,0.195717,42.738852
39.209,0.183802,46.721185
39.21,0.157397,43.275479
39.211,0.121169,43.162505
39.212,0.082849,44.151027
39.213,0.045656,45.111306
39.214,0.011522,42.343444
39.215,-0.017943,47.907412
39.216,-0.03662,39.349634
39.217,-0.038069,39.688556
39.218,-0.023256,43.331966
39.219,0.003149,42.004522
39.22,0.033419,42.399931
39.221,0.058537,44.207514
39.222,0.069485,47.483759
39.223,0.064655,40.507617
39.224,0.049842,46.241045
39.225,0.029394,46.664698
39.226,0.001056,42.428174
39.227,-0.035493,42.061009
39.228,-0.078161,41.496139
39.229,-0.120023,41.6656
39.23,-0.155606,40.705321
39.231,-0.186198,41.722087
39.232,-0.212603,41.75033
39.233,-0.231764,39.80153
39.234,-0.240458,41.354921
39.235,-0.234179,39.88626
39.236,-0.214053,41.524382
39.237,-0.176215,42.484661
39.238,-0.126141,41.778574
39.239,-0.073169,42.654122
39.24,-0.005384,47.08835
39.241,0.068036,39.970991
39.242,0.144999,41.10073
39.243,0.211818,46.410506
39.244,0.262858,40.140452
39.245,0.300374,43.557914
39.246,0.329999,43.416696
39.247,0.333703,41.439652
39.248,0.320983,45.902123
39.249,0.299247,46.043341
39.25,0.266239,42.993044
39.251,0.227436,44.038053
39.252,0.186861,45.506715
39.253,0.150795,43.44494
39.254,0.121813,41.6656
39.255,0.102492,41.044243
39.256,0.091222,42.399931
39.257,0.083815,40.253425
39.258,0.077214,41.157217
39.259,0.069002,43.925079
39.26,0.060308,41.580869
39.261,0.050003,39.773286
39.262,0.036317,40.055721
39.263,0.019089,40.338156
39.264,0.0017,40.140452
39.265,-0.01263,40.083965
39.266,-0.022934,39.80153
39.267,-0.029375,41.213704
39.268,-0.031629,40.677078
39.269,-0.031307,40.394643
39.27,-0.025672,40.366399
39.271,-0.019553,40.677078
39.272,-0.013435,40.733565
39.273,-0.006833,40.055721
39.274,0.00959,39.999234
39.275,0.032292,40.196939
39.276,0.052901,42.625878
39.277,0.067714,43.642644
39.278,0.074316,42.654122
39.279,0.0719,42.117496
39.28,0.060469,43.247235
39.281,0.04469,41.835061
39.282,0.026335,43.021287
39.283,0.008946,42.541148
39.284,-0.005867,44.207514
39.285,-0.019231,41.919791
39.286,-0.030985,41.298435
39.287,-0.041611,42.795339
39.288,-0.051755,41.270191
39.289,-0.056746,43.44494
39.29,-0.055136,46.043341
39.291,-0.05256,43.275479
39.292,-0.054009,49.008908
39.293,-0.06206,42.993044
39.294,-0.074135,42.625878
39.295,-0.085889,46.212802
39.296,-0.092007,47.399029
39.297,-0.090236,48.048629
39.298,-0.083635,46.975376
39.299,-0.073491,49.771482
39.3,-0.062221,47.935655
39.301,-0.051111,48.161603
39.302,-0.040001,47.737951
39.303,-0.030824,48.387551
39.304,-0.029536,48.669986
39.305,-0.0239,46.862402
39.306,-0.018909,44.970088
39.307,-0.008443,44.122783
39.308,0.00331,44.348731
39.309,0.015386,45.704419
39.31,0.028267,45.95861
39.311,0.045495,45.760906
39.312,0.061435,47.173081
39.313,0.067392,43.218992
39.314,0.058698,43.557914
39.315,0.042436,44.602923
39.316,0.023114,44.264001
39.317,0.002183,46.551724
39.318,-0.020197,44.292244
39.319,-0.040323,47.060107
39.32,-0.054653,42.908313
39.321,-0.059645,45.083062
39.322,-0.053043,47.031863
39.323,-0.034366,45.732663
39.324,-0.00635,44.122783
39.325,0.027301,44.038053
39.326,0.060791,40.394643
39.327,0.088162,47.00362
39.328,0.103941,42.512905
39.329,0.108933,46.636454
39.33,0.102009,41.157217
39.331,0.086874,40.677078
39.332,0.070773,41.637356
39.333,0.058376,40.055721
39.334,0.050969,44.65941
39.335,0.048232,43.670888
39.336,0.048876,41.891548
39.337,0.048071,40.564104
39.338,0.04469,44.433462
39.339,0.040342,46.862402
39.34,0.035673,43.473183
39.341,0.031648,41.863304
39.342,0.028267,40.027478
39.343,0.025369,45.054819
39.344,0.02553,40.903026
39.345,0.030199,43.416696
39.346,0.035673,43.727375
39.347,0.04147,45.930367
39.348,0.047427,45.30901
39.349,0.053384,41.806817
39.35,0.059503,42.061009
39.351,0.064011,43.699131
39.352,0.064494,41.609113
39.353,0.063528,42.908313
39.354,0.06063,41.75033
39.355,0.05596,41.75033
39.356,0.048232,41.354921
39.357,0.036317,45.22428
39.358,0.022309,43.049531
39.359,0.00492,43.077774
39.36,-0.01907,43.812105
39.361,-0.050145,43.331966
39.362,-0.085245,45.026575
39.363,-0.123243,42.710609
39.364,-0.162691,43.44494
39.365,-0.199401,49.658508
39.366,-0.22967,50.110404
39.367,-0.243195,50.957709
39.368,-0.256559,46.015097
39.369,-0.249958,49.969187
39.37,-0.234501,48.189847
39.371,-0.210832,49.234856
39.372,-0.176698,50.590544
39.373,-0.13226,46.43875
39.374,-0.082186,46.354019
39.375,-0.030019,43.755618
39.376,0.024241,41.213704
39.377,0.080273,40.394643
39.378,0.130508,41.10073
39.379,0.169311,40.874782
39.38,0.196683,41.609113
39.381,0.215038,41.10073
39.382,0.227114,40.45113
39.383,0.233071,40.790052
39.384,0.23291,40.168695
39.385,0.22647,42.032765
39.386,0.214072,39.914504
39.387,0.196522,39.942747
39.388,0.174786,40.055721
39.389,0.149185,39.970991
39.39,0.123585,40.45113
39.391,0.098789,40.53586
39.392,0.07818,40.790052
39.393,0.066426,40.846539
39.394,0.063367,40.790052
39.395,0.063689,41.693843
39.396,0.06707,40.479373
39.397,0.071256,40.53586
39.398,0.076409,40.253425
39.399,0.07979,43.812105
39.4,0.081239,41.439652
39.401,0.079468,39.858017
39.402,0.075443,41.863304
39.403,0.069002,40.790052
39.404,0.060952,39.999234
39.405,0.052096,40.055721
39.406,0.042114,39.603825
39.407,0.031809,40.112208
39.408,0.022309,40.309912
39.409,0.014581,40.055721
39.41,0.008785,39.23666
39.411,0.003149,40.225182
39.412,-0.002325,39.688556
39.413,-0.007638,40.479373
39.414,-0.012308,39.434364
39.415,-0.016011,40.874782
39.416,-0.017621,42.258713
39.417,-0.017782,39.293147
39.418,-0.018104,41.863304
39.419,-0.019714,41.213704
39.42,-0.021807,39.999234
39.421,-0.024061,41.016
39.422,-0.023256,46.52348
39.423,-0.031146,40.790052
39.424,-0.030502,41.6656
39.425,-0.031146,40.818295
39.426,-0.034688,42.767096
39.427,-0.040001,44.687653
39.428,-0.044027,44.574679
39.429,-0.044188,47.229568
39.43,-0.043544,41.75033
39.431,-0.0429,46.043341
39.432,-0.043383,47.370785
39.433,-0.043061,45.591445
39.434,-0.042578,46.918889
39.435,-0.0429,47.116594
39.436,-0.043061,44.17927
39.437,-0.041772,47.794438
39.438,-0.039035,47.65322
39.439,-0.035976,46.241045
39.44,-0.033078,48.669986
39.441,-0.033239,48.924177
39.442,-0.038391,48.076873
39.443,-0.048052,46.071584
39.444,-0.061255,46.156315
39.445,-0.078805,47.65322
39.446,-0.100058,46.805915
39.447,-0.121472,47.624977
39.448,-0.137412,43.388453
39.449,-0.144497,46.128071
39.45,-0.142403,46.241045
39.451,-0.12904,47.257811
39.452,-0.124048,43.52967
39.453,-0.121955,37.796242
39.454,-0.118735,41.298435
39.455,-0.119057,39.349634
39.456,-0.122116,37.231373
39.457,-0.124692,38.615303
39.458,-0.122599,37.626781
39.459,-0.112939,36.72299
39.46,-0.097643,40.705321
39.461,-0.079932,42.569391
39.462,-0.06206,40.931269
39.463,-0.046281,43.106018
39.464,-0.032273,44.17927
39.465,-0.021002,44.264001
39.466,-0.012469,43.755618
39.467,-0.005867,44.207514
39.468,-0.00152,44.292244
39.469,-7.10E-05,39.462608
39.47,-0.001198,39.208417
39.471,-0.003613,39.547338
39.472,-0.010054,36.80772
39.473,-0.015045,35.084868
39.474,-0.01746,34.745946
39.475,-0.015367,36.525286
39.476,-0.012791,36.835964
39.477,-0.011986,36.835964
39.478,-0.01424,41.044243
39.479,-0.021324,40.394643
39.48,-0.030663,40.507617
39.481,-0.041772,40.394643
39.482,-0.053848,39.716799
39.483,-0.06528,35.677981
39.484,-0.073169,34.887164
39.485,-0.076229,34.181077
39.486,-0.075584,36.497042
39.487,-0.072203,36.525286
39.488,-0.066729,37.005425
39.489,-0.060289,37.28786
39.49,-0.054331,36.299338
39.491,-0.047569,35.960416
39.492,-0.039357,34.717703
39.493,-0.030663,33.249042
39.494,-0.021324,34.463511
39.495,-0.012147,34.237564
39.496,-0.004257,33.503233
39.497,0.002022,33.616207
39.498,0.00959,33.305529
39.499,0.017318,33.220798
39.5,0.024886,32.712416
39.501,0.031487,32.119303
39.502,0.0368,31.271998
39.503,0.040986,31.187268
39.504,0.04469,30.763616
39.505,0.048393,30.255233
39.506,0.052901,30.537668
39.507,0.056926,29.916312
39.508,0.059664,29.775094
39.509,0.062401,29.210225
39.51,0.062723,28.956034
39.511,0.060308,28.92779
39.512,0.05435,28.334677
39.513,0.0463,28.108729
39.514,0.037444,28.19346
39.515,0.02875,27.487373
39.516,0.019894,27.120208
39.517,0.011683,26.724799
39.518,0.003471,26.555338
39.519,-0.002164,26.301147
39.52,-0.007155,25.369113
39.521,-0.013113,25.566817
39.522,-0.022612,25.312626
39.523,-0.029214,24.747756
39.524,-0.02857,24.691269
39.525,-0.026638,24.663026
39.526,-0.026799,24.408835
39.527,-0.02551,23.646261
39.528,-0.021807,22.911931
39.529,-0.01746,22.968418
39.53,-0.013274,22.234088
39.531,-0.008282,22.09287
39.532,-0.001359,21.951653
39.533,0.004598,21.640975
39.534,0.007818,21.556245
39.535,0.010234,20.595967
39.536,0.011844,20.765428
39.537,0.015064,20.934888
39.538,0.020699,20.511236
39.539,0.027462,19.833393
39.54,0.034385,19.466228
39.541,0.039859,19.014333
39.542,0.044368,18.675411
39.543,0.047105,18.308246
39.544,0.049198,18.138785
39.545,0.050164,17.799864
39.546,0.051613,17.545673
39.547,0.053706,17.122021
39.548,0.056765,16.839586
39.549,0.056926,16.585395
39.55,0.053384,16.21823
39.551,0.047105,16.077013
39.552,0.040986,15.681604
39.553,0.034546,15.681604
39.554,0.029233,15.342683
39.555,0.025208,15.173222
39.556,0.021182,15.003761
39.557,0.018767,15.032005
39.558,0.016191,14.66484
39.559,0.013937,14.523623
39.56,0.011844,14.269431
39.561,0.010234,14.01524
39.562,0.008624,13.563345
39.563,0.008624,13.393884
39.564,0.009429,13.19618
39.565,0.010717,12.885502
39.566,0.0112,12.687798
39.567,0.006047,12.292389
39.568,0.015225,12.292389
39.569,0.011522,12.038198
39.57,0.011522,11.868738
39.571,0.015225,11.699277
39.572,0.017962,11.473329
39.573,0.019089,11.275625
39.574,0.021182,11.162651
39.575,0.021021,10.90846
39.576,0.017157,10.880217
39.577,0.010395,10.710756
39.578,0.003149,10.456565
39.579,-0.004579,10.202374
39.58,-0.010376,10.032913
39.581,-0.015206,9.891696
39.582,-0.018748,9.693992
39.583,-0.020841,9.496288
39.584,-0.022612,9.35507
39.585,-0.024061,9.18561
39.586,-0.02696,9.213853
39.587,-0.029858,9.044392
39.588,-0.030663,8.903175
39.589,-0.029536,9.072636
39.59,-0.02857,8.677227
39.591,-0.02857,8.366549
39.592,-0.028248,8.310063
39.593,-0.027121,8.168845
39.594,-0.026316,8.281819
39.595,-0.027121,8.394793
39.596,-0.02857,8.338306
39.597,-0.02696,8.281819
39.598,-0.021324,7.999385
39.599,-0.014884,7.71695
39.6,-0.009571,7.603976
39.601,-0.006994,7.434516
39.602,-0.007155,7.462759
39.603,-0.009249,7.349785
39.604,-0.012469,7.321542
39.605,-0.01746,7.434516
39.606,-0.023417,7.378029
39.607,-0.029697,7.265055
39.608,-0.036781,7.123838
39.609,-0.042255,6.98262
39.61,-0.04612,6.869647
39.611,-0.047247,6.700186
39.612,-0.044027,6.643699
39.613,-0.034205,6.643699
39.614,-0.025672,6.502482
39.615,-0.025027,6.502482
39.616,-0.021163,6.474238
39.617,-0.009571,6.389508
39.618,0.001861,6.333021
39.619,0.00959,6.16356
39.62,0.011844,6.135317
39.621,0.012166,6.135317
39.622,0.014098,6.107073
39.623,0.019411,6.07883
39.624,0.027945,6.050586
39.625,0.038088,6.022343
39.626,0.048071,5.909369
39.627,0.057087,5.881126
39.628,0.06224,5.881126
39.629,0.064333,5.852882
39.63,0.062723,5.711665
39.631,0.060952,5.796395
39.632,0.058537,5.824639
39.633,0.055316,5.683422
39.634,0.049681,5.683422
39.635,0.044529,5.457474
39.636,0.039215,5.118553
39.637,0.034868,5.203283
39.638,0.029716,5.711665
39.639,0.024241,5.881126
39.64,0.020538,5.852882
39.641,0.017801,5.457474
39.642,0.016513,5.316257
39.643,0.016191,5.457474
39.644,0.016835,5.626935
39.645,0.018123,5.542204
39.646,0.019572,5.400987
39.647,0.021504,5.400987
39.648,0.022631,5.457474
39.649,0.023597,5.372744
39.65,0.023597,5.203283
39.651,0.022953,5.372744
39.652,0.022148,5.25977
39.653,0.020216,5.288013
39.654,0.018606,5.231526
39.655,0.016352,5.25977
39.656,0.015225,5.3445
39.657,0.013937,5.485717
39.658,0.013776,5.400987
39.659,0.012327,5.400987
39.66,0.010395,5.429231
39.661,0.00798,5.316257
39.662,0.007496,5.25977
39.663,-0.004257,5.3445
39.664,-0.008927,5.3445
39.665,-0.016011,5.288013
39.666,-0.02068,5.429231
39.667,-0.024866,5.429231
39.668,-0.02696,5.457474
39.669,-0.027604,5.3445
39.67,-0.02696,5.400987
39.671,-0.025027,5.3445
39.672,-0.021968,5.485717
39.673,-0.018748,5.3445
39.674,-0.016172,5.400987
39.675,-0.01424,5.25977
39.676,-0.012469,6.07883
39.677,-0.01102,5.288013
39.678,-0.010537,5.400987
39.679,-0.011503,5.25977
39.68,-0.013113,5.203283
39.681,-0.015528,5.429231
39.682,-0.017782,5.739909
