Time,EMG,Force
9.13,-0.015206,12.885502
9.131,-0.009571,12.885502
9.132,-0.005062,12.716041
9.133,-0.001681,12.716041
9.134,0.001217,12.772528
9.135,0.00331,12.687798
9.136,0.004276,12.490094
9.137,0.002666,12.546581
9.138,-0.000554,12.941989
9.139,-0.003452,13.054963
9.14,-0.005223,12.885502
9.141,-0.005223,12.913746
9.142,-0.003935,13.026719
9.143,-0.001198,12.885502
9.144,0.002666,12.857259
9.145,0.005403,12.744285
9.146,0.00798,12.603068
9.147,0.010717,12.490094
9.148,0.01281,12.546581
9.149,0.014903,12.518337
9.15,0.015708,12.687798
9.151,0.016996,12.490094
9.152,0.018445,12.46185
9.153,0.021343,12.574824
9.154,0.024241,12.857259
9.155,0.026818,12.885502
9.156,0.028267,12.885502
9.157,0.027462,12.829015
9.158,0.025852,12.857259
9.159,0.023436,12.772528
9.16,0.020699,12.829015
9.161,0.017479,12.800772
9.162,0.013293,12.659554
9.163,0.009268,12.772528
9.164,0.005725,12.687798
9.165,0.002505,12.46185
9.166,-0.003774,12.46185
9.167,-0.004418,12.631311
9.168,-0.013596,12.659554
9.169,-0.016011,12.574824
9.17,-0.019714,12.631311
9.171,-0.021485,12.829015
9.172,-0.022773,12.941989
9.173,-0.024866,12.659554
9.174,-0.029053,12.659554
9.175,-0.033722,12.659554
9.176,-0.039035,12.603068
9.177,-0.043383,12.546581
9.178,-0.046764,12.546581
9.179,-0.048857,12.687798
9.18,-0.049501,12.744285
9.181,-0.04934,12.744285
9.182,-0.047891,13.026719
9.183,-0.045315,12.603068
9.184,-0.042417,12.37712
9.185,-0.038713,12.405363
9.186,-0.033078,12.744285
9.187,-0.025027,12.998476
9.188,-0.016011,13.083206
9.189,-0.007477,13.224424
9.19,0.000895,13.19618
9.191,0.010717,13.11145
9.192,0.020377,13.083206
9.193,0.029877,12.970232
9.194,0.038732,13.026719
9.195,0.047105,12.800772
9.196,0.053706,12.885502
9.197,0.058698,12.829015
9.198,0.061596,12.857259
9.199,0.062079,12.800772
9.2,0.061113,12.800772
9.201,0.059664,12.687798
9.202,0.05902,12.885502
9.203,0.057893,12.800772
9.204,0.054994,12.716041
9.205,0.04952,12.659554
9.206,0.042758,12.744285
9.207,0.035351,12.631311
9.208,0.026979,12.574824
9.209,0.018928,12.829015
9.21,0.010878,12.857259
9.211,0.003471,12.546581
9.212,-0.003291,12.857259
9.213,-0.009571,12.913746
9.214,-0.01424,12.941989
9.215,-0.017621,13.19618
9.216,-0.020358,13.167937
9.217,-0.023578,13.252667
9.218,-0.026477,13.167937
9.219,-0.029858,12.941989
9.22,-0.032595,12.913746
9.221,-0.035493,12.857259
9.222,-0.037908,12.829015
9.223,-0.040162,12.857259
9.224,-0.040001,13.026719
9.225,-0.034688,13.083206
9.226,-0.027765,13.11145
9.227,-0.020358,12.970232
9.228,-0.015689,12.913746
9.229,-0.011986,12.941989
9.23,-0.005223,12.744285
9.231,0.001861,12.800772
9.232,0.006852,12.800772
9.233,0.010717,12.829015
9.234,0.013776,12.772528
9.235,0.018445,12.744285
9.236,0.025208,12.800772
9.237,0.032131,12.941989
9.238,0.038571,12.970232
9.239,0.043563,12.970232
9.24,0.046944,12.970232
9.241,0.048715,13.224424
9.242,0.048715,12.885502
9.243,0.047105,13.026719
9.244,0.044851,13.11145
9.245,0.041631,13.139693
9.246,0.037283,13.139693
9.247,0.032614,12.970232
9.248,0.027784,12.998476
9.249,0.023114,12.998476
9.25,0.018767,12.970232
9.251,0.015386,12.998476
9.252,0.012649,12.913746
9.253,0.010073,12.913746
9.254,0.008141,12.659554
9.255,0.005242,12.857259
9.256,0.001217,12.546581
9.257,-0.004901,12.631311
9.258,-0.013757,12.998476
9.259,-0.026155,12.941989
9.26,-0.039518,13.054963
9.261,-0.053204,13.054963
9.262,-0.065924,12.716041
9.263,-0.076551,12.518337
9.264,-0.084601,12.603068
9.265,-0.086694,12.941989
9.266,-0.082991,12.941989
9.267,-0.073813,12.716041
9.268,-0.060933,12.574824
9.269,-0.043705,12.546581
9.27,-0.034366,12.659554
9.271,-0.018104,12.631311
9.272,-0.004418,12.885502
9.273,0.008624,12.744285
9.274,0.019733,12.800772
9.275,0.028267,12.885502
9.276,0.036478,12.800772
9.277,0.043724,12.829015
9.278,0.04952,12.800772
9.279,0.053545,12.772528
9.28,0.056443,12.800772
9.281,0.057409,12.829015
9.282,0.056121,12.857259
9.283,0.053384,12.772528
9.284,0.050003,12.800772
9.285,0.045817,12.800772
9.286,0.040986,12.546581
9.287,0.035673,12.744285
9.288,0.030843,12.716041
9.289,0.026818,12.687798
9.29,0.023436,12.574824
9.291,0.018767,12.631311
9.292,0.013615,12.603068
9.293,0.007013,12.716041
9.294,-0.001359,12.716041
9.295,-0.011986,12.772528
9.296,-0.023095,12.800772
9.297,-0.034366,12.829015
9.298,-0.043866,12.941989
9.299,-0.052077,13.19618
9.3,-0.056585,12.659554
9.301,-0.058678,12.659554
9.302,-0.05739,12.716041
9.303,-0.054814,12.829015
9.304,-0.050145,13.28091
9.305,-0.042417,13.252667
9.306,-0.032595,13.450371
9.307,-0.022934,13.19618
9.308,-0.01424,12.885502
9.309,-0.007155,12.913746
9.31,-0.001842,12.800772
9.311,0.002183,12.885502
9.312,0.003793,12.857259
9.313,0.004437,12.913746
9.314,0.00653,13.083206
9.315,0.010073,13.026719
9.316,0.015386,13.139693
9.317,0.021504,13.28091
9.318,0.026657,13.422128
9.319,0.029233,13.365641
9.32,0.029394,13.422128
9.321,0.027301,13.393884
9.322,0.023436,13.422128
9.323,0.018606,13.252667
9.324,0.013293,13.28091
9.325,0.00959,13.139693
9.326,0.006691,13.167937
9.327,0.004759,13.11145
9.328,0.003471,12.913746
9.329,0.003632,12.970232
9.33,0.004598,12.941989
9.331,0.004598,13.026719
9.332,0.003149,13.054963
9.333,0.001539,13.054963
9.334,-0.000876,13.19618
9.335,-0.002003,13.28091
9.336,0.004759,13.422128
9.337,0.001056,13.309154
9.338,0.003954,13.252667
9.339,0.004276,13.365641
9.34,0.003632,13.224424
9.341,0.001861,12.913746
9.342,0.001861,13.083206
9.343,0.005886,13.026719
9.344,0.011683,13.167937
9.345,0.018284,12.885502
9.346,0.023597,12.998476
9.347,0.026657,12.998476
9.348,0.027623,13.054963
9.349,0.027623,13.19618
9.35,0.027301,13.167937
9.351,0.027784,13.224424
9.352,0.028589,13.309154
9.353,0.027623,13.393884
9.354,0.026657,13.422128
9.355,0.02553,13.252667
9.356,0.025852,13.337397
9.357,0.025691,13.224424
9.358,0.024886,13.167937
9.359,0.024241,13.083206
9.36,0.022309,13.167937
9.361,0.019572,13.054963
9.362,0.017318,13.139693
9.363,0.014581,12.913746
9.364,0.011683,13.026719
9.365,0.00959,12.800772
9.366,0.007013,12.659554
9.367,0.004598,13.083206
9.368,0.001056,13.393884
9.369,-0.002486,13.083206
9.37,-0.005706,13.139693
9.371,-0.00796,13.28091
9.372,-0.009732,13.365641
9.373,-0.010376,13.337397
9.374,-0.011503,12.970232
9.375,-0.01263,12.941989
9.376,-0.014723,12.885502
9.377,-0.017138,12.913746
9.378,-0.019392,12.857259
9.379,-0.021807,13.083206
9.38,-0.022612,13.337397
9.381,-0.021646,13.252667
9.382,-0.019231,13.19618
9.383,-0.014884,13.026719
9.384,-0.010054,12.857259
9.385,-0.005545,12.800772
9.386,-0.003613,12.800772
9.387,-0.002486,12.913746
9.388,-0.006028,13.054963
9.389,-0.00635,12.998476
9.39,-0.008443,12.998476
9.391,-0.009571,13.19618
9.392,-0.011503,13.19618
9.393,-0.014401,13.083206
9.394,-0.018587,13.083206
9.395,-0.0239,13.026719
9.396,-0.030663,12.857259
9.397,-0.037264,12.772528
9.398,-0.043222,12.941989
9.399,-0.046442,12.970232
9.4,-0.04612,12.970232
9.401,-0.043061,13.054963
9.402,-0.037586,13.252667
9.403,-0.031146,12.970232
9.404,-0.02551,12.885502
9.405,-0.020519,12.800772
9.406,-0.016494,12.970232
9.407,-0.012147,13.252667
9.408,-0.006511,13.224424
9.409,-0.000554,13.337397
9.41,0.004598,13.591588
9.411,0.008785,13.365641
9.412,0.011844,13.309154
9.413,0.013293,13.19618
9.414,0.014098,13.054963
9.415,0.014903,13.054963
9.416,0.016191,12.998476
9.417,0.016996,12.941989
9.418,0.017801,12.998476
9.419,0.018606,13.026719
9.42,0.018606,12.998476
9.421,0.018284,13.167937
9.422,0.017157,13.28091
9.423,0.015064,13.450371
9.424,0.012488,13.535102
9.425,0.008302,13.393884
9.426,0.003471,13.478615
9.427,-0.001037,13.535102
9.428,-0.004096,13.422128
9.429,-0.005867,13.393884
9.43,-0.004418,13.11145
9.431,-0.001359,12.941989
9.432,0.002827,12.998476
9.433,0.007657,12.998476
9.434,0.012005,12.941989
9.435,0.014742,13.139693
9.436,0.016674,13.28091
9.437,0.016513,13.139693
9.438,0.019411,13.422128
9.439,0.014098,13.337397
9.44,0.013454,13.393884
9.441,0.0112,13.393884
9.442,0.007013,13.252667
9.443,0.000895,13.167937
9.444,-0.004257,13.11145
9.445,-0.008121,12.941989
9.446,-0.011825,13.11145
9.447,-0.016011,13.026719
9.448,-0.022451,13.139693
9.449,-0.030341,13.28091
9.45,-0.036298,13.309154
9.451,-0.038391,13.28091
9.452,-0.037747,13.139693
9.453,-0.033722,13.083206
9.454,-0.025672,12.998476
9.455,-0.017621,12.970232
9.456,-0.009249,12.800772
9.457,-0.000876,12.603068
9.458,0.006208,13.19618
9.459,0.011522,13.252667
9.46,0.01442,13.11145
9.461,0.015225,13.026719
9.462,0.013776,13.167937
9.463,0.009751,13.224424
9.464,0.002988,13.224424
9.465,-0.005062,12.913746
9.466,-0.015367,12.857259
9.467,-0.026316,12.744285
9.468,-0.037586,12.857259
9.469,-0.046603,12.857259
9.47,-0.051433,13.11145
9.471,-0.049984,13.11145
9.472,-0.043705,13.026719
9.473,-0.034527,12.970232
9.474,-0.024705,12.829015
9.475,-0.012469,12.857259
9.476,-0.011181,12.744285
9.477,-0.005384,12.913746
9.478,0.001056,12.913746
9.479,0.003793,12.998476
9.48,0.005081,13.083206
9.481,0.007013,13.026719
9.482,0.007174,12.998476
9.483,0.006691,13.026719
9.484,0.005564,12.913746
9.485,0.004115,12.941989
9.486,0.002344,13.026719
9.487,9.00E-05,12.829015
9.488,-0.002325,12.857259
9.489,-0.004096,12.687798
9.49,-0.004901,12.659554
9.491,-0.003452,12.941989
9.492,-0.000393,12.885502
9.493,0.00492,13.054963
9.494,0.010073,12.941989
9.495,0.014259,12.998476
9.496,0.016513,13.139693
9.497,0.017157,12.885502
9.498,0.015708,12.998476
9.499,0.013776,13.309154
9.5,0.011361,13.28091
9.501,0.010395,12.857259
9.502,0.010234,12.857259
9.503,0.011039,12.829015
9.504,0.011844,12.744285
9.505,0.012166,12.800772
9.506,0.011844,12.772528
9.507,0.010073,12.800772
9.508,0.007657,12.857259
9.509,0.006208,13.083206
9.51,0.005081,13.19618
9.511,0.003471,13.422128
9.512,0.003471,13.365641
9.513,0.005725,13.450371
9.514,0.008946,13.365641
9.515,0.012488,13.28091
9.516,0.01442,13.252667
9.517,0.014259,13.139693
9.518,0.013132,12.970232
9.519,0.0112,12.970232
9.52,0.008302,12.913746
9.521,0.005403,12.913746
9.522,0.002344,12.998476
9.523,-0.000715,13.139693
9.524,-0.004579,13.252667
9.525,-0.007638,13.309154
9.526,-0.008443,13.506858
9.527,-0.007155,13.337397
9.528,-0.005062,13.393884
9.529,-0.003774,13.309154
9.53,-0.003452,13.139693
9.531,-0.003774,13.054963
9.532,-0.005706,12.913746
9.533,-0.00796,12.998476
9.534,-0.010859,13.026719
9.535,-0.012952,12.998476
9.536,-0.01424,13.167937
9.537,-0.01102,13.252667
9.538,-0.008443,13.224424
9.539,-0.004257,13.19618
9.54,-0.004579,13.026719
9.541,-0.007638,12.998476
9.542,-0.009249,12.913746
9.543,-0.008765,12.857259
9.544,-0.007316,13.054963
9.545,-0.006672,13.026719
9.546,-0.006189,13.252667
9.547,-0.004257,13.224424
9.548,-0.002486,13.083206
9.549,-0.002969,13.054963
9.55,-0.004257,13.139693
9.551,-0.004901,13.083206
9.552,-0.005384,12.885502
9.553,-0.007477,12.970232
9.554,-0.010537,12.885502
9.555,-0.014401,12.546581
9.556,-0.018426,12.998476
9.557,-0.020841,13.167937
9.558,-0.019553,13.167937
9.559,-0.016494,13.026719
9.56,-0.013113,13.28091
9.561,-0.009893,13.167937
9.562,-0.00796,12.800772
9.563,-0.004901,12.631311
9.564,-0.002164,12.687798
9.565,-0.000876,12.744285
9.566,9.00E-05,12.913746
9.567,-0.000554,12.829015
9.568,-0.001842,12.829015
9.569,-0.002486,13.083206
9.57,-0.002808,13.139693
9.571,-0.002325,13.139693
9.572,9.00E-05,12.970232
9.573,0.004437,12.800772
9.574,0.009429,12.998476
9.575,0.013776,12.885502
9.576,0.01764,12.772528
9.577,0.015708,12.772528
9.578,0.026335,12.687798
9.579,0.022631,12.687798
9.58,0.018606,12.744285
9.581,0.018767,12.829015
9.582,0.018928,12.829015
9.583,0.017479,12.885502
9.584,0.01603,12.941989
9.585,0.013454,13.139693
9.586,0.00959,12.970232
9.587,0.004759,12.970232
9.588,0.000412,12.970232
9.589,-0.00474,13.026719
9.59,-0.010376,12.913746
9.591,-0.014562,12.744285
9.592,-0.017943,12.800772
9.593,-0.018748,12.857259
9.594,-0.017621,12.885502
9.595,-0.01424,12.970232
9.596,-0.00796,13.054963
9.597,0.000412,13.139693
9.598,0.009107,13.054963
9.599,0.014581,13.139693
9.6,0.015708,13.224424
9.601,0.014259,12.829015
9.602,0.010878,12.829015
9.603,0.007657,12.913746
9.604,0.00492,12.659554
9.605,0.002827,12.772528
9.606,-0.000554,12.772528
9.607,-0.002647,12.941989
9.608,-0.004418,13.224424
9.609,-0.005706,13.422128
9.61,-0.006511,13.422128
9.611,-0.005706,13.393884
9.612,-0.004257,13.393884
9.613,-0.002325,13.19618
9.614,-0.001198,12.913746
9.615,-0.001359,12.941989
9.616,-0.002003,12.970232
9.617,-0.001842,13.083206
9.618,-0.002325,13.167937
9.619,-0.004096,13.026719
9.62,-0.007316,13.224424
9.621,-0.010376,13.506858
9.622,-0.013918,13.506858
9.623,-0.016494,13.337397
9.624,-0.017621,13.224424
9.625,-0.017943,13.19618
9.626,-0.01907,12.998476
9.627,-0.020519,12.941989
9.628,-0.022129,13.224424
9.629,-0.024061,13.19618
9.63,-0.027282,13.365641
9.631,-0.028892,13.337397
9.632,-0.029053,13.309154
9.633,-0.033239,13.139693
9.634,-0.040484,13.11145
9.635,-0.039679,12.998476
9.636,-0.037264,13.083206
9.637,-0.03662,12.998476
9.638,-0.034044,13.252667
9.639,-0.028409,13.28091
9.64,-0.023417,13.224424
9.641,-0.019231,13.11145
9.642,-0.016011,13.026719
9.643,-0.01263,13.026719
9.644,-0.00941,13.224424
9.645,-0.005545,12.631311
9.646,-0.001198,13.11145
9.647,0.004115,13.563345
9.648,0.009912,13.28091
9.649,0.014098,13.139693
9.65,0.016352,13.11145
9.651,0.018123,13.19618
9.652,0.018606,13.167937
9.653,0.018606,13.083206
9.654,0.01764,12.970232
9.655,0.016513,12.970232
9.656,0.014742,12.800772
9.657,0.012327,12.772528
9.658,0.011683,12.800772
9.659,0.010878,12.913746
9.66,0.010234,12.772528
9.661,0.009429,12.885502
9.662,0.008141,13.11145
9.663,0.006691,13.11145
9.664,0.006047,13.167937
9.665,0.00492,12.998476
9.666,0.004598,12.941989
9.667,0.003954,13.083206
9.668,0.003149,12.970232
9.669,0.002505,12.970232
9.67,0.002183,12.744285
9.671,0.001378,12.998476
9.672,0.000573,12.829015
9.673,-0.004096,12.885502
9.674,-0.00313,12.913746
9.675,-0.003774,12.998476
9.676,-0.00313,12.941989
9.677,-0.001037,13.054963
9.678,0.001378,13.11145
9.679,0.004598,12.998476
9.68,0.00959,12.970232
9.681,0.015869,12.998476
9.682,0.021826,12.941989
9.683,0.025208,12.857259
9.684,0.02553,12.885502
9.685,0.024564,12.857259
9.686,0.022309,12.857259
9.687,0.019089,12.941989
9.688,0.015225,12.744285
9.689,0.010234,12.829015
9.69,0.005725,12.800772
9.691,0.001378,12.941989
9.692,-0.00313,12.913746
9.693,-0.00635,12.941989
9.694,-0.009571,12.998476
9.695,-0.013435,13.083206
9.696,-0.016494,12.998476
9.697,-0.018426,13.450371
9.698,-0.019714,12.941989
9.699,-0.019875,12.970232
9.7,-0.017782,12.687798
9.701,-0.013918,12.603068
9.702,-0.009088,12.744285
9.703,-0.004096,12.998476
9.704,-0.001037,13.28091
9.705,0.001378,13.535102
9.706,0.002827,13.478615
9.707,0.003793,13.450371
9.708,0.004437,13.19618
9.709,0.004437,13.422128
9.71,0.004276,13.167937
9.711,0.003954,13.11145
9.712,0.003632,12.970232
9.713,0.001861,12.800772
9.714,-7.10E-05,12.885502
9.715,-0.002486,12.970232
9.716,-0.005384,13.252667
9.717,-0.006672,13.365641
9.718,-0.006189,13.337397
9.719,-0.004418,13.506858
9.72,-0.004418,13.337397
9.721,-0.00635,13.393884
9.722,-0.010215,13.224424
9.723,-0.014401,13.139693
9.724,-0.018748,12.913746
9.725,-0.022451,12.800772
9.726,-0.02551,13.167937
9.727,-0.027765,13.309154
9.728,-0.023095,13.337397
9.729,-0.025672,13.337397
9.73,-0.023578,13.337397
9.731,-0.02696,13.19618
9.732,-0.029053,12.970232
9.733,-0.024061,13.083206
9.734,-0.016977,13.054963
9.735,-0.012469,13.11145
9.736,-0.00941,13.167937
9.737,-0.007155,13.11145
9.738,-0.005384,13.11145
9.739,-0.005384,13.28091
9.74,-0.007316,13.224424
9.741,-0.009571,13.054963
9.742,-0.010054,12.885502
9.743,-0.010537,12.970232
9.744,-0.010859,13.026719
9.745,-0.011503,12.518337
9.746,-0.012147,12.970232
9.747,-0.012469,13.224424
9.748,-0.011986,12.941989
9.749,-0.00941,13.224424
9.75,-0.004579,13.365641
9.751,0.002183,13.11145
9.752,0.008141,12.913746
9.753,0.013132,12.574824
9.754,0.017962,12.659554
9.755,0.023436,12.716041
9.756,0.027784,12.687798
9.757,0.030038,12.687798
9.758,0.030199,12.744285
9.759,0.028911,12.913746
9.76,0.025691,12.941989
9.761,0.021182,13.054963
9.762,0.015547,13.026719
9.763,0.009912,13.026719
9.764,0.003954,13.11145
9.765,-0.00152,12.941989
9.766,-0.005867,13.11145
9.767,-0.008604,12.829015
9.768,-0.014723,12.772528
9.769,-0.009249,12.800772
9.77,-0.01907,12.631311
9.771,-0.021968,12.772528
9.772,-0.026799,12.857259
9.773,-0.029697,13.083206
9.774,-0.034527,12.913746
9.775,-0.038069,12.941989
9.776,-0.041128,12.857259
9.777,-0.041933,12.829015
9.778,-0.03984,12.744285
9.779,-0.036137,12.744285
9.78,-0.03179,12.829015
9.781,-0.025994,12.970232
9.782,-0.020519,12.970232
9.783,-0.016816,13.11145
9.784,-0.015206,13.026719
9.785,-0.016172,12.659554
9.786,-0.018265,12.857259
9.787,-0.021485,12.659554
9.788,-0.023578,12.716041
9.789,-0.025027,12.829015
9.79,-0.024061,13.19618
9.791,-0.022129,13.337397
9.792,-0.018104,13.365641
9.793,-0.013113,13.365641
9.794,-0.007477,13.11145
9.795,-0.001681,12.913746
9.796,0.003793,12.857259
9.797,0.008624,12.829015
9.798,0.0112,12.970232
9.799,0.011844,13.139693
9.8,0.009751,13.19618
9.801,0.006691,13.393884
9.802,0.00331,13.365641
9.803,0.001539,13.28091
9.804,9.00E-05,13.28091
9.805,0.000412,12.998476
9.806,0.000734,12.829015
9.807,0.001056,12.885502
9.808,0.002022,12.829015
9.809,0.003954,13.083206
9.81,0.00492,13.026719
9.811,0.004759,13.11145
9.812,0.005725,13.167937
9.813,0.00653,13.167937
9.814,0.006208,13.337397
9.815,0.001217,13.054963
9.816,-0.006189,13.083206
9.817,-0.011181,12.885502
9.818,-0.012952,12.744285
9.819,-0.014884,12.716041
9.82,-0.01907,13.026719
9.821,-0.023095,13.11145
9.822,-0.02551,13.19618
9.823,-0.027765,12.998476
9.824,-0.028892,12.800772
9.825,-0.029053,12.829015
9.826,-0.027443,12.913746
9.827,-0.024061,12.518337
9.828,-0.020358,12.857259
9.829,-0.015528,13.026719
9.83,-0.010054,12.998476
9.831,-0.005545,13.11145
9.832,-0.002647,12.857259
9.833,-0.001359,12.687798
9.834,-7.10E-05,12.518337
9.835,0.002022,12.574824
9.836,0.004437,12.46185
9.837,0.00798,12.46185
9.838,0.012005,12.631311
9.839,0.01603,12.800772
9.84,0.018445,12.970232
9.841,0.018767,12.913746
9.842,0.017801,12.829015
9.843,0.016352,12.829015
9.844,0.014742,12.687798
9.845,0.013132,12.631311
9.846,0.010878,12.490094
9.847,0.008141,12.659554
9.848,0.004276,12.490094
9.849,-0.000554,12.574824
9.85,-0.002808,12.687798
9.851,-0.006028,12.744285
9.852,-0.007638,12.772528
9.853,-0.010537,13.026719
9.854,-0.013274,12.716041
9.855,-0.015367,12.687798
9.856,-0.016977,12.518337
9.857,-0.017621,12.603068
9.858,-0.016655,12.490094
9.859,-0.015367,12.603068
9.86,-0.013918,12.772528
9.861,-0.013596,12.631311
9.862,-0.014079,12.772528
9.863,-0.016011,12.716041
9.864,-0.019231,13.224424
9.865,-0.024222,12.46185
9.866,-0.027121,12.490094
9.867,-0.027604,12.37712
9.868,-0.025188,12.518337
9.869,-0.02068,12.800772
9.87,-0.015045,12.941989
9.871,-0.007799,13.139693
9.872,0.000895,13.139693
9.873,0.009268,13.083206
9.874,0.017157,12.941989
9.875,0.023436,12.885502
9.876,0.029394,12.716041
9.877,0.032936,12.659554
9.878,0.034385,12.716041
9.879,0.035512,12.603068
9.88,0.035834,12.574824
9.881,0.035995,12.659554
9.882,0.034063,12.744285
9.883,0.029394,12.631311
9.884,0.022792,12.800772
9.885,0.015869,12.941989
9.886,0.008785,13.054963
9.887,0.0017,13.167937
9.888,-0.006189,13.252667
9.889,-0.014562,13.167937
9.89,-0.023739,13.026719
9.891,-0.032273,12.716041
9.892,-0.039679,12.631311
9.893,-0.045798,12.744285
9.894,-0.048535,12.829015
9.895,-0.04451,12.913746
9.896,-0.035654,12.885502
9.897,-0.025188,12.829015
9.898,-0.02068,12.885502
9.899,-0.011664,12.603068
9.9,-0.00152,12.574824
9.901,0.006852,12.659554
9.902,0.010878,12.659554
9.903,0.012327,12.772528
9.904,0.012166,12.857259
9.905,0.011522,12.829015
9.906,0.010234,12.885502
9.907,0.010556,12.885502
9.908,0.010717,12.829015
9.909,0.010717,12.772528
9.91,0.0112,12.631311
9.911,0.012971,12.574824
9.912,0.014742,12.631311
9.913,0.015225,12.348876
9.914,0.015708,12.518337
9.915,0.016191,12.857259
9.916,0.016352,12.885502
9.917,0.015547,12.603068
9.918,0.013937,12.800772
9.919,0.010878,12.687798
9.92,0.005725,12.885502
9.921,-0.000232,12.574824
9.922,-0.005867,12.518337
9.923,-0.009571,12.46185
9.924,-0.011825,12.490094
9.925,-0.013274,12.518337
9.926,-0.015689,12.546581
9.927,-0.018426,12.716041
9.928,-0.019714,12.716041
9.929,-0.021002,12.687798
9.93,-0.021324,12.603068
9.931,-0.021324,12.546581
9.932,-0.020197,12.433607
9.933,-0.027926,12.631311
9.934,-0.027443,12.546581
9.935,-0.02696,12.603068
9.936,-0.023256,12.574824
9.937,-0.018909,12.574824
9.938,-0.013435,12.574824
9.939,-0.008765,12.433607
9.94,-0.005062,12.405363
9.941,-0.001842,12.46185
9.942,0.000895,12.292389
9.943,0.002505,12.46185
9.944,0.002344,12.490094
9.945,0.002183,12.433607
9.946,0.001861,12.546581
9.947,0.001539,12.631311
9.948,0.0017,12.574824
9.949,0.0017,12.913746
9.95,0.001378,12.320633
9.951,0.000573,12.490094
9.952,-0.00152,12.207659
9.953,-0.003613,12.320633
9.954,-0.004418,12.320633
9.955,-0.003613,12.490094
9.956,-0.001359,12.687798
9.957,0.000412,12.941989
9.958,0.002022,13.026719
9.959,0.002505,12.998476
9.96,0.001056,12.941989
9.961,-0.001359,12.829015
9.962,-0.004418,12.716041
9.963,-0.00796,12.574824
9.964,-0.013274,12.46185
9.965,-0.020197,12.574824
9.966,-0.029053,12.885502
9.967,-0.038713,12.913746
9.968,-0.048857,13.054963
9.969,-0.059323,12.913746
9.97,-0.067695,12.744285
9.971,-0.073169,12.631311
9.972,-0.074618,12.687798
9.973,-0.071076,12.829015
9.974,-0.058034,12.829015
9.975,-0.046925,12.800772
9.976,-0.041289,12.631311
9.977,-0.027926,12.546581
9.978,-0.014079,12.46185
9.979,-0.006511,12.631311
9.98,-0.001842,12.716041
9.981,0.002827,12.800772
9.982,0.007013,12.829015
9.983,0.010878,12.829015
9.984,0.014098,12.603068
9.985,0.01925,12.631311
9.986,0.023919,12.716041
9.987,0.027462,12.687798
9.988,0.029394,12.603068
9.989,0.029394,12.518337
9.99,0.027462,12.405363
9.991,0.024886,12.151172
9.992,0.021665,12.631311
9.993,0.018123,12.913746
9.994,0.014098,12.941989
9.995,0.011039,12.800772
9.996,0.007818,12.687798
9.997,0.003954,12.829015
9.998,-0.000554,12.744285
9.999,-0.003935,12.405363
10,-0.006833,12.490094
10.001,-0.009571,12.405363
10.002,-0.013113,12.46185
10.003,-0.019553,12.490094
10.004,-0.027443,12.659554
10.005,-0.034688,12.913746
10.006,-0.041611,12.687798
10.007,-0.046764,12.659554
10.008,-0.053687,12.518337
10.009,-0.05095,12.46185
10.01,-0.050467,12.574824
10.011,-0.046603,12.659554
10.012,-0.040001,12.659554
10.013,-0.031951,12.687798
10.014,-0.022934,12.546581
10.015,-0.012952,12.574824
10.016,-0.003291,12.46185
10.017,0.005886,12.518337
10.018,0.014098,12.574824
10.019,0.019411,12.687798
10.02,0.022953,12.716041
10.021,0.026657,12.687798
10.022,0.028589,12.800772
10.023,0.029555,12.744285
10.024,0.030199,12.687798
10.025,0.030843,13.167937
10.026,0.032292,12.716041
10.027,0.033258,12.518337
10.028,0.033258,12.716041
10.029,0.032131,12.603068
10.03,0.030199,12.405363
10.031,0.028267,12.320633
10.032,0.026496,12.603068
10.033,0.024886,12.659554
10.034,0.023275,12.829015
10.035,0.021826,13.11145
10.036,0.019894,13.224424
10.037,0.017479,13.224424
10.038,0.015225,13.252667
10.039,0.011683,13.28091
10.04,0.007335,12.970232
10.041,0.002344,12.800772
10.042,-0.003613,12.687798
10.043,-0.010215,12.829015
10.044,-0.018426,12.970232
10.045,-0.027926,13.083206
10.046,-0.038069,13.337397
10.047,-0.048213,13.167937
10.048,-0.058517,13.026719
10.049,-0.068178,12.857259
10.05,-0.077517,12.772528
10.051,-0.086533,13.026719
10.052,-0.091685,13.252667
10.053,-0.091041,13.11145
10.054,-0.099253,12.772528
10.055,-0.093618,12.687798
10.056,-0.088787,12.857259
10.057,-0.077356,13.026719
10.058,-0.062543,13.026719
10.059,-0.048535,12.941989
10.06,-0.03662,12.857259
10.061,-0.024866,12.800772
10.062,-0.011825,12.574824
10.063,0.004115,12.970232
10.064,0.019894,13.054963
10.065,0.035029,12.941989
10.066,0.046461,13.054963
10.067,0.053867,12.998476
10.068,0.057087,12.970232
10.069,0.058054,13.139693
10.07,0.056765,13.026719
10.071,0.053706,12.941989
10.072,0.049842,12.998476
10.073,0.044851,12.829015
10.074,0.040986,12.800772
10.075,0.037283,12.546581
10.076,0.033419,12.603068
10.077,0.029394,12.603068
10.078,0.025369,12.659554
10.079,0.021182,12.659554
10.08,0.017318,12.716041
10.081,0.014742,12.885502
10.082,0.012649,12.998476
10.083,0.010556,12.913746
10.084,0.007335,13.139693
10.085,0.004276,12.998476
10.086,0.001056,12.829015
10.087,-0.000876,12.970232
10.088,-0.002647,12.857259
10.089,-0.003452,12.631311
10.09,-0.00152,12.687798
10.091,-0.009732,12.716041
10.092,-0.009088,12.687798
